dt;temp;dew_point;feels_like;humidity;wind_speed;wind_deg
1507510800;26.08;23.94;26.08;88;154;320
1507514400;27.00;24.06;30.12;84;21;310
1507518000;26.08;23.94;26.08;88;103;0
1507521600;25.98;24.03;25.98;89;21;290
1507525200;25.67;24.63;26.75;94;0;0
1507528800;25.47;24.43;26.53;94;154;330
1507532400;25.54;24.50;26.60;94;0;0
1507536000;25.24;24.20;26.27;94;0;0
1507539600;24.90;23.87;25.90;94;26;270
1507543200;25.35;24.31;26.40;94;0;0
1507546800;24.98;23.95;25.99;94;154;270
1507550400;24.98;23.95;25.99;94;26;280
1507554000;26.98;23.84;29.98;83;21;300
1507557600;28.98;24.97;34.47;79;21;50
1507561200;30.18;25.03;36.52;74;26;70
1507564800;31.08;23.98;36.63;66;26;190
1507568400;31.08;25.20;38.08;71;514;180
1507572000;31.08;25.89;38.08;74;412;160
1507572000;31.08;25.89;38.08;74;412;160
1507575600;25.66;23.52;26.58;88;31;360
1507575600;25.66;23.52;26.58;88;31;360
1507579200;25.27;23.14;26.15;88;41;20
1507579200;25.27;23.14;26.15;88;41;20
1507582800;25.18;23.05;26.05;88;26;310
1507586400;25.18;22.09;25.92;83;21;310
1507590000;25.08;21.99;25.81;83;154;90
1507593600;25.08;22.95;25.94;88;31;10
1507597200;25.08;22.95;25.94;88;154;40
1507597200;25.08;22.95;25.94;88;154;40
1507600800;24.98;22.85;25.83;88;21;20
1507604400;25.08;22.95;25.94;88;21;40
1507608000;25.62;24.58;26.69;94;154;70
1507611600;25.42;24.38;26.47;94;0;0
1507615200;24.91;23.88;25.91;94;0;0
1507618800;24.71;23.68;25.69;94;0;0
1507622400;24.45;23.42;25.41;94;0;0
1507626000;24.65;23.62;25.63;94;0;0
1507629600;24.80;23.77;25.79;94;0;0
1507633200;24.08;23.05;25.00;94;103;0
1507633200;24.08;23.05;25.00;94;103;0
1507636800;24.98;23.95;25.99;94;154;340
1507640400;25.98;23.84;25.98;88;103;0
1507644000;26.18;24.03;26.18;88;26;260
1507647600;27.18;24.04;30.46;83;21;150
1507651200;28.18;23.98;32.23;78;31;140
1507654800;30.08;24.00;35.23;70;412;180
1507658400;30.08;24.00;35.23;70;463;180
1507662000;30.08;24.00;35.23;70;412;180
1507665600;30.08;23.03;34.28;66;31;200
1507665600;30.08;23.03;34.28;66;31;200
1507669200;28.98;23.87;33.45;74;26;190
1507672800;27.18;23.01;29.94;78;36;360
1507676400;27.08;22.91;29.72;78;21;340
1507680000;25.98;23.84;25.98;88;21;320
1507683600;25.98;23.84;25.98;88;103;0
1507687200;26.00;24.96;26.00;94;0;0
1507690800;25.88;23.74;26.82;88;21;330
1507694400;26.20;24.24;26.20;89;0;0
1507698000;25.92;24.88;27.02;94;0;0
1507701600;25.35;24.31;26.40;94;0;0
1507705200;25.43;24.39;26.48;94;0;0
1507708800;25.19;24.15;26.22;94;0;0
1507712400;24.63;23.60;25.60;94;0;0
1507716000;25.16;24.12;26.19;94;0;0
1507719600;24.08;23.05;25.00;94;51;0
1507723200;24.98;23.95;25.99;94;154;330
1507726800;26.08;23.94;26.08;88;154;310
1507730400;26.98;24.82;30.47;88;26;340
1507734000;28.18;25.02;33.06;83;21;250
1507737600;30.08;24.93;36.25;74;41;200
1507741200;31.08;23.98;36.63;66;36;190
1507741200;31.08;23.98;36.63;66;36;190
1507744800;31.08;24.96;37.81;70;412;180
1507744800;31.08;24.96;37.81;70;412;180
1507748400;31.18;24.07;36.88;66;46;200
1507752000;30.98;24.86;37.55;70;26;0
1507752000;30.98;24.86;37.55;70;26;0
1507755600;27.37;23.19;30.35;78;31;310
1507755600;27.37;23.19;30.35;78;31;310
1507759200;27.27;24.13;30.69;83;21;320
1507762800;27.08;24.92;30.75;88;154;330
1507766400;26.98;23.84;29.98;83;21;310
1507770000;26.98;23.84;29.98;83;26;300
1507773600;26.18;24.03;26.18;88;21;330
1507777200;26.08;23.94;26.08;88;31;20
1507780800;26.27;25.23;26.27;94;0;0
1507784400;25.93;24.89;27.03;94;0;0
1507788000;25.64;24.60;26.71;94;154;290
1507791600;25.49;24.45;26.55;94;0;0
1507795200;25.46;24.42;26.52;94;154;260
1507798800;25.31;24.27;26.35;94;0;0
1507802400;25.55;24.51;26.62;94;0;0
1507806000;25.08;24.05;26.10;94;154;290
1507809600;25.18;24.14;26.21;94;26;300
1507813200;29.00;23.89;33.49;74;1;330
1507816800;29.18;25.16;35.02;79;31;340
1507820400;31.98;25.08;38.98;67;21;110
1507824000;31.18;24.07;36.88;66;36;120
1507827600;31.18;24.07;36.88;66;31;150
1507827600;31.18;24.07;36.88;66;31;150
1507831200;30.27;25.12;36.77;74;36;250
1507834800;30.27;25.34;37.05;75;412;60
1507834800;30.27;25.34;37.05;75;412;60
1507838400;28.57;24.57;33.38;79;463;40
1507842000;27.98;25.02;32.68;84;154;350
1507845600;28.98;25.80;35.35;83;21;320
1507849200;27.98;24.82;32.52;83;26;330
1507852800;27.98;24.82;32.52;83;31;320
1507856400;26.98;24.82;30.47;88;36;310
1507860000;26.98;24.82;30.47;88;26;320
1507863600;26.98;24.82;30.47;88;36;270
1507867200;26.60;24.64;26.60;89;154;320
1507870800;26.48;24.52;26.48;89;21;10
1507874400;26.13;24.17;26.13;89;0;0
1507878000;26.03;24.07;26.03;89;0;0
1507881600;25.74;24.70;26.82;94;154;290
1507885200;25.64;24.60;26.71;94;0;0
1507888800;26.02;24.98;26.02;94;0;0
1507892400;26.08;25.04;26.08;94;21;310
1507896000;26.08;25.04;26.08;94;26;300
1507899600;27.08;24.92;30.75;88;31;320
1507903200;28.08;25.90;33.64;88;36;320
1507906800;28.08;24.92;32.79;83;463;310
1507910400;29.08;25.89;35.65;83;412;310
1507914000;30.08;26.03;37.08;79;36;290
1507917600;30.08;26.03;37.08;79;412;310
1507921200;32.00;26.08;39.00;71;26;300
1507924800;29.18;25.99;35.95;83;514;310
1507928400;27.27;26.22;32.02;94;514;310
1507928400;27.27;26.22;32.02;94;514;310
1507932000;27.27;25.11;31.27;88;51;320
1507932000;27.27;25.11;31.27;88;51;320
1507935600;27.33;26.28;32.22;94;51;320
1507939200;27.16;25.00;30.97;88;36;280
1507942800;26.98;24.82;30.47;88;41;340
1507946400;27.00;25.03;30.63;89;51;320
1507950000;26.08;23.94;26.08;88;36;310
1507953600;26.16;25.12;26.16;94;31;270
1507957200;26.09;24.13;26.09;89;31;290
1507960800;25.90;23.95;26.87;89;514;280
1507964400;25.78;23.83;26.74;89;31;300
1507968000;25.84;23.89;26.80;89;31;280
1507971600;25.84;23.89;26.80;89;26;250
1507975200;25.95;24.91;25.95;94;21;280
1507978800;26.08;25.04;26.08;94;154;30
1507982400;26.08;25.04;26.08;94;103;0
1507986000;27.08;24.92;30.75;88;154;40
1507989600;28.08;25.90;33.64;88;154;320
1507993200;28.08;25.90;33.64;88;154;290
1507996800;28.98;24.97;34.47;79;26;260
1508000400;30.08;26.03;37.08;79;31;260
1508004000;30.98;25.80;37.98;74;463;200
1508007600;31.18;26.22;38.18;75;463;220
1508007600;31.18;26.22;38.18;75;463;220
1508011200;28.16;27.10;35.03;94;36;360
1508011200;28.16;27.10;35.03;94;36;360
1508014800;27.27;26.22;32.02;94;36;340
1508018400;27.18;25.02;31.02;88;41;20
1508022000;27.18;25.02;31.02;88;41;20
1508025600;27.18;25.02;31.02;88;26;330
1508029200;27.08;24.92;30.75;88;31;270
1508032800;26.18;26.18;26.18;100;21;330
1508036400;26.18;25.14;26.18;94;103;320
1508040000;26.42;25.37;26.42;94;0;0
1508043600;26.36;25.32;26.36;94;0;0
1508047200;26.13;25.09;26.13;94;154;250
1508050800;26.08;25.04;26.08;94;154;30
1508054400;25.90;24.86;27.00;94;0;0
1508058000;25.63;25.63;26.86;100;0;0
1508061600;26.14;25.10;26.14;94;154;330
1508065200;25.98;24.94;25.98;94;154;80
1508068800;26.08;25.04;26.08;94;51;0
1508072400;28.08;25.90;33.64;88;154;20
1508076000;29.18;25.99;35.95;83;154;320
1508079600;30.27;25.12;36.77;74;21;90
1508083200;31.08;25.89;38.08;74;36;190
1508086800;32.18;26.01;39.18;70;31;110
1508090400;33.08;25.87;40.08;66;26;110
1508094000;32.98;24.73;39.98;62;31;210
1508094000;32.98;24.73;39.98;62;31;210
1508097600;31.18;25.99;38.18;74;412;190
1508101200;30.98;24.86;37.55;70;36;130
1508104800;29.98;25.94;36.98;79;31;140
1508108400;29.98;25.94;36.98;79;21;150
1508112000;29.08;26.10;35.88;84;154;320
1508115600;27.98;24.82;32.52;83;154;270
1508119200;27.08;24.92;30.75;88;36;330
1508122800;26.98;24.82;30.47;88;21;330
1508126400;26.91;24.94;30.38;89;154;350
1508130000;26.81;25.76;30.57;94;154;340
1508133600;26.46;24.50;26.46;89;154;280
1508137200;26.37;24.41;26.37;89;0;0
1508140800;26.02;24.98;26.02;94;21;30
1508144400;26.23;24.27;26.23;89;154;260
1508148000;26.65;24.69;26.65;89;0;0
1508151600;26.98;24.82;30.47;88;21;330
1508155200;26.98;24.82;30.47;88;26;340
1508158800;27.18;25.02;31.02;88;21;20
1508162400;29.08;25.89;35.65;83;31;300
1508166000;29.98;25.94;36.98;79;36;300
1508169600;31.08;24.96;37.81;70;41;10
1508173200;32.18;26.01;39.18;70;46;340
1508176800;33.08;25.09;40.08;63;412;320
1508180400;28.88;25.70;35.05;83;72;40
1508180400;28.88;25.70;35.05;83;72;40
1508184000;27.98;24.82;32.52;83;31;260
1508187600;28.98;25.80;35.35;83;21;260
1508191200;28.98;24.97;34.47;79;412;300
1508194800;27.98;25.80;33.34;88;412;320
1508198400;27.98;25.80;33.34;88;31;320
1508202000;28.18;26.00;33.95;88;26;330
1508205600;27.49;25.32;31.90;88;26;330
1508209200;26.98;25.93;31.10;94;21;290
1508212800;26.88;24.91;30.30;89;21;260
1508216400;26.54;25.49;26.54;94;154;310
1508220000;26.59;24.63;26.59;89;154;300
1508223600;26.56;25.51;26.56;94;154;310
1508227200;26.56;24.60;26.56;89;154;270
1508230800;26.56;24.60;26.56;89;0;0
1508234400;25.69;23.74;26.64;89;154;300
1508238000;28.00;26.94;34.47;94;154;10
1508241600;27.08;24.92;30.75;88;154;280
1508245200;27.27;25.11;31.27;88;154;270
1508248800;28.18;26.00;33.95;88;31;280
1508252400;29.27;25.25;35.27;79;412;320
1508256000;30.27;25.12;36.77;74;36;300
1508259600;30.37;25.21;37.05;74;514;300
1508263200;30.27;25.12;36.77;74;412;310
1508266800;31.18;25.05;38.09;70;412;270
1508270400;31.27;26.08;38.27;74;514;300
1508274000;31.27;26.08;38.27;74;463;300
1508277600;30.27;25.12;36.77;74;57;310
1508281200;29.18;25.99;35.95;83;514;310
1508284800;28.18;25.02;33.06;83;514;300
1508288400;28.18;25.02;33.06;83;463;310
1508292000;28.08;24.92;32.79;83;412;300
1508295600;28.08;24.92;32.79;83;31;10
1508299200;27.04;25.07;30.74;89;36;280
1508302800;26.94;24.97;30.46;89;36;290
1508306400;26.66;24.70;26.66;89;36;280
1508310000;26.33;24.37;26.33;89;31;320
1508313600;26.29;24.33;26.29;89;0;0
1508317200;25.89;24.85;26.99;94;0;0
1508320800;26.01;24.05;26.01;89;26;320
1508324400;26.98;24.82;30.47;88;21;310
1508328000;26.18;25.14;26.18;94;31;318
1508331600;27.27;25.11;31.27;88;31;350
1508335200;28.18;25.02;33.06;83;31;290
1508338800;29.27;26.08;36.22;83;31;320
1508342400;31.27;26.08;38.27;74;412;340
1508346000;31.98;26.06;38.98;71;36;110
1508349600;27.98;24.82;32.52;83;93;350
1508349600;27.98;24.82;32.52;83;93;350
1508353200;26.98;24.82;30.47;88;26;290
1508353200;26.98;24.82;30.47;88;26;290
1508356800;26.98;25.01;30.58;89;31;320
1508360400;26.98;24.82;30.47;88;26;310
1508360400;26.98;24.82;30.47;88;26;310
1508364000;25.98;23.84;25.98;88;21;330
1508367600;25.98;23.84;25.98;88;154;310
1508371200;25.98;24.94;25.98;94;26;240
1508374800;25.98;24.94;25.98;94;26;300
1508378400;26.61;25.56;26.61;94;0;0
1508382000;26.98;24.82;30.47;88;26;310
1508385600;26.71;25.66;30.27;94;21;270
1508389200;26.28;25.24;26.28;94;21;220
1508392800;26.12;25.08;26.12;94;26;260
1508396400;25.81;24.77;26.90;94;154;310
1508400000;25.66;24.62;26.74;94;0;0
1508403600;25.45;25.45;26.66;100;0;0
1508407200;25.50;25.50;26.72;100;0;0
1508410800;25.98;24.94;25.98;94;154;70
1508414400;25.98;24.94;25.98;94;154;150
1508418000;26.98;24.82;30.47;88;51;0
1508421600;27.98;24.82;32.52;83;103;0
1508425200;28.98;24.97;34.47;79;26;300
1508428800;29.98;25.94;36.98;79;21;320
1508432400;29.98;25.94;36.98;79;26;160
1508436000;29.98;25.94;36.98;79;514;170
1508439600;29.98;26.98;36.98;84;514;170
1508443200;28.98;26.00;35.58;84;463;170
1508443200;28.98;26.00;35.58;84;463;170
1508446800;27.98;25.80;33.34;88;463;170
1508450400;27.98;25.80;33.34;88;21;350
1508454000;27.47;24.92;31.57;86;26;310
1508457600;25.98;24.94;25.98;94;26;280
1508461200;25.98;24.94;25.98;94;26;300
1508464800;25.98;24.94;25.98;94;154;300
1508468400;25.98;24.94;25.98;94;154;360
1508472000;26.31;25.27;26.31;94;0;0
1508475600;26.05;25.01;26.05;94;0;0
1508479200;25.88;24.84;26.98;94;154;260
1508482800;25.43;24.39;26.48;94;0;0
1508486400;25.29;24.25;26.33;94;0;0
1508490000;25.25;25.25;26.44;100;0;0
1508493600;25.76;24.72;26.85;94;0;0
1508497200;24.98;24.98;26.14;100;154;320
1508500800;25.98;24.94;25.98;94;26;330
1508504400;26.98;25.93;31.10;94;31;320
1508508000;28.98;25.80;35.35;83;26;310
1508511600;29.98;25.94;36.98;79;21;310
1508515200;30.98;24.86;37.55;70;31;290
1508518800;31.98;23.79;37.64;62;412;170
1508522400;32.98;24.73;39.98;62;36;180
1508526000;30.98;25.80;37.98;74;514;20
1508526000;30.98;25.80;37.98;74;514;20
1508529600;28.98;24.97;34.47;79;31;250
1508529600;28.98;24.97;34.47;79;31;250
1508533200;28.98;25.80;35.35;83;154;350
1508536800;28.98;25.80;35.35;83;154;70
1508540400;27.98;25.80;33.34;88;103;0
1508544000;27.98;25.80;33.34;88;15;250
1508547600;27.98;25.80;33.34;88;21;310
1508551200;26.98;25.93;31.10;94;26;270
1508554800;26.98;25.93;31.10;94;154;60
1508558400;26.60;25.55;26.60;94;0;0
1508562000;26.28;25.24;26.28;94;0;0
1508565600;25.97;24.93;25.97;94;154;200
1508569200;25.93;24.89;27.03;94;0;0
1508572800;25.68;24.64;26.76;94;0;0
1508576400;25.60;24.56;26.67;94;0;0
1508580000;25.69;25.69;26.93;100;0;0
1508583600;25.98;24.94;25.98;94;154;360
1508587200;25.98;24.94;25.98;94;154;320
1508590800;27.98;25.80;33.34;88;21;300
1508594400;27.71;23.73;31.25;79;26;250
1508598000;29.98;25.94;36.98;79;36;260
1508601600;30.98;24.86;37.55;70;36;330
1508605200;31.98;24.83;38.95;66;514;300
1508608800;32.98;26.03;39.98;67;514;310
1508612400;30.49;24.40;36.26;70;514;30
1508616000;27.98;25.02;32.68;84;154;60
1508619600;26.98;24.04;30.08;84;26;180
1508619600;26.98;24.04;30.08;84;26;180
1508623200;25.98;24.94;25.98;94;21;300
1508626800;25.98;24.94;25.98;94;154;180
1508630400;25.98;24.94;25.98;94;154;40
1508634000;25.98;24.94;25.98;94;154;310
1508637600;25.98;24.94;25.98;94;103;0
1508641200;25.98;24.94;25.98;94;154;170
1508644800;26.34;25.30;26.34;94;154;10
1508648400;26.07;26.07;26.07;100;0;0
1508652000;25.84;24.80;26.93;94;0;0
1508655600;25.67;25.67;26.90;100;0;0
1508659200;25.77;24.73;26.86;94;0;0
1508662800;25.71;24.67;26.79;94;0;0
1508666400;25.83;24.79;26.92;94;0;0
1508670000;25.98;24.94;25.98;94;154;80
1508673600;25.98;24.94;25.98;94;51;0
1508673600;25.98;24.94;25.98;94;51;0
1508677200;25.98;24.94;25.98;94;21;310
1508677200;25.98;24.94;25.98;94;21;310
1508680800;26.98;25.93;31.10;94;154;180
1508684400;27.98;25.80;33.34;88;51;0
1508688000;27.98;25.80;33.34;88;21;200
1508688000;27.98;25.80;33.34;88;21;200
1508691600;28.98;24.97;34.47;79;21;170
1508695200;29.98;25.94;36.98;79;26;150
1508695200;29.98;25.94;36.98;79;26;150
1508698800;29.98;25.94;36.98;79;463;170
1508698800;29.98;25.94;36.98;79;463;170
1508702400;29.98;25.94;36.98;79;514;170
1508706000;27.98;24.82;32.52;83;26;180
1508709600;27.98;25.80;33.34;88;21;220
1508713200;25.98;23.84;25.98;88;51;0
1508713200;25.98;23.84;25.98;88;51;0
1508716800;25.98;24.94;25.98;94;21;290
1508716800;25.98;24.94;25.98;94;21;290
1508720400;25.98;24.94;25.98;94;26;270
1508724000;25.98;24.94;25.98;94;154;330
1508727600;25.98;24.94;25.98;94;103;0
1508731200;26.43;25.38;26.43;94;154;30
1508734800;26.33;25.29;26.33;94;0;0
1508738400;26.13;25.09;26.13;94;21;280
1508738400;26.13;25.09;26.13;94;21;280
1508742000;25.77;24.73;26.86;94;21;230
1508745600;25.67;24.63;26.75;94;21;360
1508749200;25.37;25.37;26.57;100;21;20
1508752800;25.33;24.29;26.37;94;154;100
1508756400;24.98;24.98;26.14;100;154;60
1508760000;25.98;24.94;25.98;94;154;340
1508763600;26.98;25.93;31.10;94;26;50
1508767200;26.98;24.82;30.47;88;26;60
1508770800;26.98;24.82;30.47;88;21;60
1508774400;27.98;25.02;32.68;84;412;160
1508778000;25.98;24.03;25.98;89;31;160
1508781600;26.98;25.93;31.10;94;21;110
1508785200;26.98;25.93;31.10;94;26;50
1508788800;26.98;24.82;30.47;88;21;120
1508792400;26.98;24.82;30.47;88;154;130
1508796000;26.98;24.82;30.47;88;154;150
1508799600;26.98;24.82;30.47;88;154;130
1508803200;26.49;24.90;26.49;91;21;140
1508803200;26.49;24.90;26.49;91;21;140
1508806800;25.98;24.94;25.98;94;26;190
1508810400;25.98;24.94;25.98;94;154;80
1508814000;26.98;25.93;31.10;94;21;150
1508817600;25.73;24.69;26.81;94;154;340
1508821200;25.89;25.89;27.15;100;154;330
1508824800;25.77;25.77;27.01;100;154;50
1508828400;25.81;25.81;27.06;100;0;0
1508832000;25.56;24.52;26.63;94;154;360
1508835600;25.46;24.42;26.52;94;0;0
1508839200;25.94;24.90;27.04;94;0;0
1508842800;26.98;24.04;30.08;84;21;30
1508846400;26.98;24.04;30.08;84;154;60
1508850000;26.98;24.82;30.47;88;154;100
1508853600;26.98;24.82;30.47;88;412;180
1508857200;27.98;24.82;32.52;83;36;170
1508860800;27.98;24.82;32.52;83;412;170
1508864400;28.98;24.97;34.47;79;57;170
1508868000;28.22;26.23;34.26;89;31;140
1508868000;28.22;26.23;34.26;89;31;140
1508871600;28.98;26.00;35.58;84;72;160
1508875200;27.98;25.02;32.68;84;57;160
1508878800;26.98;24.04;30.08;84;823;160
1508882400;26.98;23.03;29.60;79;1132;176
1508886000;25.49;23.91;26.47;91;77;170
1508889600;25.98;23.84;25.98;88;514;170
1508893200;25.98;23.84;25.98;88;463;160
1508896800;26.98;23.84;29.98;83;514;170
1508900400;26.98;23.84;29.98;83;57;170
1508904000;26.21;24.25;26.21;89;62;180
1508907600;26.07;25.03;26.07;94;98;210
1508911200;25.82;24.78;26.91;94;154;230
1508914800;25.81;25.81;27.06;100;154;230
1508918400;25.95;24.91;25.95;94;21;160
1508922000;25.88;23.93;26.85;89;36;190
1508925600;25.98;23.07;25.98;84;36;180
1508929200;25.98;22.87;25.98;83;31;190
1508932800;25.98;23.84;25.98;88;31;180
1508936400;26.98;23.84;29.98;83;36;190
1508940000;26.98;24.04;30.08;84;412;200
1508943600;27.98;24.00;31.90;79;463;190
1508947200;28.98;24.97;34.47;79;463;200
1508950800;28.98;23.87;33.45;74;412;180
1508954400;27.98;23.78;31.75;78;57;190
1508958000;27.98;23.78;31.75;78;36;160
1508961600;27.98;23.78;31.75;78;412;170
1508965200;27.98;23.78;31.75;78;412;170
1508968800;26.98;24.82;30.47;88;514;150
1508972400;26.98;24.82;30.47;88;36;150
1508976000;26.98;24.04;30.08;84;412;190
1508979600;26.98;23.84;29.98;83;36;170
1508983200;26.98;23.84;29.98;83;31;150
1508986800;26.98;23.84;29.98;83;21;170
1508990400;26.25;24.29;26.25;89;21;150
1508994000;25.99;24.95;25.99;94;154;90
1508997600;25.45;25.45;26.66;100;0;0
1509001200;25.70;24.66;26.78;94;0;0
1509004800;25.86;23.91;26.83;89;21;160
1509008400;25.80;22.89;26.63;84;26;190
1509012000;25.87;22.96;26.71;84;31;190
1509015600;25.98;24.94;25.98;94;21;190
1509019200;26.98;23.84;29.98;83;26;180
1509022800;27.98;23.78;31.75;78;31;200
1509026400;28.98;23.87;33.45;74;412;220
1509030000;28.98;24.97;34.47;79;412;170
1509033600;28.98;24.97;34.47;79;412;180
1509037200;28.98;23.87;33.45;74;412;180
1509040800;28.98;24.97;34.47;79;463;180
1509044400;28.98;24.97;34.47;79;412;170
1509048000;28.98;24.97;34.47;79;463;200
1509051600;27.98;24.82;32.52;83;31;170
1509055200;27.98;24.82;32.52;83;31;170
1509058800;27.98;24.82;32.52;83;21;190
1509062400;27.98;25.02;32.68;84;154;130
1509066000;26.98;24.82;30.47;88;154;180
1509069600;26.98;24.82;30.47;88;154;170
1509073200;26.98;25.01;30.58;89;154;170
1509076800;26.69;25.64;30.21;94;0;0
1509080400;26.51;25.46;26.51;94;0;0
1509084000;25.72;24.68;26.80;94;0;0
1509087600;25.61;24.21;26.63;92;55;230
1509091200;25.59;24.55;26.66;94;154;310
1509094800;25.56;25.56;26.78;100;154;280
1509098400;25.55;24.51;26.62;94;21;60
1509102000;24.98;24.98;26.14;100;21;20
1509105600;25.98;24.94;25.98;94;26;60
1509109200;27.98;25.80;33.34;88;21;60
1509112800;28.98;25.80;35.35;83;26;110
1509116400;28.98;24.97;34.47;79;21;190
1509120000;29.98;23.91;34.99;70;26;0
1509123600;30.98;24.86;37.55;70;36;170
1509127200;29.98;24.84;35.99;74;514;160
1509130800;29.98;23.91;34.99;70;36;170
1509134400;28.98;24.97;34.47;79;36;170
1509138000;28.98;24.97;34.47;79;31;170
1509141600;26.98;22.82;29.51;78;26;290
1509145200;25.98;22.06;25.98;79;103;0
1509148800;24.98;22.85;25.83;88;26;60
1509152400;25.98;22.87;25.98;83;103;0
1509156000;25.98;23.84;25.98;88;21;270
1509159600;25.98;23.84;25.98;88;154;330
1509163200;25.94;23.99;26.91;89;0;0
1509166800;25.58;23.63;26.52;89;0;0
1509170400;24.97;23.94;25.98;94;0;0
1509174000;24.70;23.67;25.68;94;21;330
1509177600;24.63;23.60;25.60;94;202;278
1509181200;24.66;23.63;25.64;94;0;0
1509184800;25.16;24.12;26.19;94;0;0
1509188400;24.98;23.95;25.99;94;154;320
1509188400;24.98;23.95;25.99;94;154;320
1509192000;24.98;23.95;25.99;94;36;310
1509195600;24.98;22.85;25.83;88;31;360
1509195600;24.98;22.85;25.83;88;31;360
1509199200;24.98;22.85;25.83;88;26;330
1509202800;24.98;22.85;25.83;88;154;300
1509206400;24.98;22.85;25.83;88;26;40
1509210000;25.98;23.84;25.98;88;103;0
1509213600;25.98;23.84;25.98;88;21;280
1509213600;25.98;23.84;25.98;88;21;280
1509217200;25.98;22.87;25.98;83;103;0
1509217200;25.98;22.87;25.98;83;103;0
1509220800;25.98;22.87;25.98;83;154;180
1509224400;25.98;23.07;25.98;84;26;230
1509228000;25.98;23.84;25.98;88;26;240
1509231600;26.16;23.04;26.16;83;21;240
1509235200;24.98;22.85;25.83;88;26;260
1509238800;24.98;22.85;25.83;88;26;280
1509242400;24.98;22.85;25.83;88;21;10
1509246000;24.98;22.85;25.83;88;15;220
1509249600;25.51;24.47;26.57;94;21;50
1509253200;25.42;24.38;26.47;94;26;20
1509256800;25.23;24.19;26.26;94;21;60
1509260400;25.20;23.26;26.10;89;154;20
1509264000;25.18;24.14;26.21;94;0;0
1509267600;25.07;24.04;26.09;94;154;20
1509271200;25.19;24.15;26.22;94;21;30
1509274800;23.98;22.95;24.89;94;1;280
1509278400;23.98;23.98;25.04;100;0;0
1509282000;24.98;23.95;25.99;94;103;300
1509285600;25.98;23.84;25.98;88;21;40
1509289200;26.98;24.82;30.47;88;21;120
1509292800;27.98;23.78;31.75;78;21;180
1509296400;27.98;23.78;31.75;78;26;200
1509300000;28.98;23.87;33.45;74;36;190
1509303600;28.98;23.87;33.45;74;31;170
1509307200;27.98;23.78;31.75;78;31;170
1509310800;27.98;24.00;31.90;79;26;140
1509314400;26.98;23.84;29.98;83;21;190
1509318000;26.98;23.84;29.98;83;103;0
1509321600;25.98;24.94;25.98;94;21;300
1509325200;25.98;24.94;25.98;94;51;0
1509328800;24.98;23.95;25.99;94;103;340
1509332400;25.98;23.84;25.98;88;103;0
1509336000;25.92;24.88;27.02;94;0;0
1509339600;25.54;25.54;26.76;100;0;0
1509343200;24.97;23.94;25.98;94;0;0
1509346800;24.99;23.96;26.00;94;0;0
1509350400;24.80;23.77;25.79;94;0;0
1509354000;24.47;24.47;25.58;100;0;0
1509357600;24.67;24.67;25.80;100;0;0
1509361200;22.98;22.98;23.94;100;103;0
1509364800;23.98;22.95;24.89;94;154;290
1509368400;25.98;23.84;25.98;88;51;0
1509372000;27.25;22.21;29.68;74;0;0
1509375600;28.98;23.87;33.45;74;21;290
1509379200;29.98;23.91;34.99;70;31;160
1509382800;29.98;23.91;34.99;70;412;170
1509386400;28.98;23.87;33.45;74;412;170
1509390000;28.98;24.97;34.47;79;26;120
1509390000;28.98;24.97;34.47;79;26;120
1509393600;26.98;23.84;29.98;83;31;320
1509393600;26.98;23.84;29.98;83;31;320
1509397200;27.98;23.78;31.75;78;21;300
1509400800;27.98;23.78;31.75;78;26;300
1509404400;26.98;24.82;30.47;88;36;330
1509408000;26.98;24.82;30.47;88;21;310
1509411600;26.98;23.84;29.98;83;21;320
1509415200;26.98;23.84;29.98;83;26;340
1509418800;26.98;23.84;29.98;83;26;330
1509422400;25.50;23.55;26.43;89;0;0
1509426000;25.43;23.48;26.35;89;0;0
1509429600;24.85;23.82;25.85;94;21;360
1509433200;24.76;23.73;25.75;94;0;0
1509436800;24.38;23.35;25.33;94;0;0
1509440400;24.37;23.34;25.32;94;0;0
1509444000;24.53;24.53;25.65;100;0;0
1509447600;23.98;22.95;24.89;94;0;0
1509451200;24.98;22.85;25.83;88;154;290
1509454800;24.98;22.85;25.83;88;103;0
1509458400;26.98;23.84;29.98;83;103;0
1509462000;27.98;23.78;31.75;78;103;0
1509465600;28.98;23.87;33.45;74;26;180
1509469200;30.98;23.88;36.39;66;21;180
1509472800;29.98;23.91;34.99;70;26;170
1509476400;29.98;24.84;35.99;74;412;160
1509480000;29.98;22.93;34.06;66;62;110
1509480000;29.98;22.93;34.06;66;62;110
1509483600;25.98;24.94;25.98;94;514;340
1509483600;25.98;24.94;25.98;94;514;340
1509487200;24.98;23.95;25.99;94;36;270
1509490800;25.98;23.84;25.98;88;31;290
1509494400;25.98;24.94;25.98;94;36;280
1509498000;25.98;23.84;25.98;88;21;320
1509501600;24.98;23.95;25.99;94;154;350
1509505200;25.98;23.84;25.98;88;21;310
1509508800;25.99;24.95;25.99;94;0;0
1509512400;25.94;24.90;27.04;94;0;0
1509516000;25.55;24.51;26.62;94;0;0
1509519600;25.41;24.37;26.46;94;154;270
1509523200;25.36;24.32;26.41;94;0;0
1509526800;25.33;24.29;26.37;94;0;0
1509530400;25.66;24.62;26.74;94;154;290
1509534000;24.98;23.95;25.99;94;21;320
1509537600;25.98;23.84;25.98;88;31;330
